,tune,chords,notes
3253,3253,"[('1', 'C6'), ('1', 'C6'), ('1', 'Am7'), ('1', 'Am7'), ('2', 'Em7'), ('2', 'Edim7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]","[65.0, 62.0, 60.0, 57.0, 58.0, 60.0, 63.0, 67.0, 66.0, 67.0, 69.0]"
3254,3254,"[('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'E6'), ('2', 'Db7'), ('2', 'Gbm7'), ('2', 'B7'), ('1', 'Emaj7'), ('1', 'Em'), ('1', 'Ebdim7'), ('1', 'Dm7'), ('1', 'Abm7'), ('2', 'Cmaj7'), ('2', 'B7#5'), ('2', 'Bm7'), ('2', 'A7b9'), ('1', 'Dm7'), ('1', 'Abm7')]","[65.0, 67.0, 69.0, 69.0, 76.0, 76.0, 76.0, 78.0, 74.0, 76.0, 77.0, 74.0, 80.0, 74.0, 80.0, 74.0, 75.0, 71.0, 69.0, 54.0, 55.0, 50.0, 45.0, 45.0]"
3255,3255,"[('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Cmaj7'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'E6'), ('2', 'Db7'), ('2', 'Gbm7'), ('2', 'B7'), ('1', 'Emaj7'), ('1', 'Dm7'), ('1', 'Am7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Em7b5'), ('2', 'A7b9'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Cmaj7'), ('2', 'Em7b5'), ('2', 'A7')]","[65.0, 67.0, 69.0, 74.0, 76.0, 71.0, 76.0, 77.0, 78.0, 78.0, 76.0, 77.0, 71.0, 68.0, 70.0, 63.0, 63.0, 62.0, 58.0, 56.0, 61.0, 53.0, 55.0, 57.0, 58.0]"
3256,3256,"[('1', 'Cmaj7'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Fm7'), ('1', 'Bm7')]","[65.0, 64.0, 67.0, 66.0, 70.0, 71.0, 72.0, 66.0]"
3257,3257,"[('1', 'Cmaj7'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Fm7'), ('1', 'Bm7')]","[65.0, 67.0, 69.0, 71.0, 67.0, 71.0, 72.0, 73.0]"
3258,3258,"[('1', 'Abmaj7'), ('1', 'Dbmaj7')]","[65.0, 68.0]"
3259,3259,"[('1', 'Cmaj7'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Fm7'), ('1', 'Bm7')]","[65.0, 65.0, 70.0, 70.0, 69.0, 65.0, 70.0, 74.0]"
3260,3260,"[('1', 'Cmaj7'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Fm7'), ('1', 'Bm7')]","[65.0, 63.0, 61.0, 57.0, 54.0, 59.0, 56.0, 55.0]"
3261,3261,"[('1', 'Dbmaj7'), ('1', 'Cmaj7')]","[65.0, 69.0]"
3262,3262,"[('1', 'C'), ('1', 'Cmaj7/B'), ('1', 'C7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'Dm7/C'), ('1', 'G7/B'), ('2', 'C/F'), ('2', 'C'), ('2', 'C'), ('2', 'Cmaj7'), ('2', 'Gm7'), ('2', 'C7'), ('1', 'Fmaj7'), ('1', 'Fm7'), ('2', 'Cmaj7/G'), ('2', 'Am7/G'), ('2', 'Dm7/G'), ('2', 'G7'), ('1', 'C/F')]","[65.0, 72.0, 69.0, 67.0, 62.0, 65.0, 63.0, 65.0, 67.0, 68.0, 69.0, 67.0, 69.0, 71.0, 72.0, 74.0, 75.0, 73.0, 68.0, 65.0]"
3263,3263,"[('1', 'C'), ('1', 'Cmaj7/B'), ('1', 'C7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'Dm7/C'), ('1', 'G7/B'), ('2', 'C/F'), ('2', 'C'), ('2', 'C'), ('2', 'Cmaj7'), ('2', 'Gm7'), ('2', 'C7'), ('1', 'Fmaj7'), ('1', 'Fm7'), ('2', 'Cmaj7/G'), ('2', 'Am7/G'), ('2', 'Dm7/G'), ('2', 'G7'), ('1', 'C/F')]","[65.0, 67.0, 68.0, 69.0, 70.0, 69.0, 63.0, 63.0, 61.0, 62.0, 70.0, 70.0, 64.0, 69.0, 64.0, 60.0, 57.0, 55.0, 62.0, 63.0]"
3264,3264,"[('2', 'C'), ('2', 'Cmaj7'), ('2', 'Gm7'), ('2', 'C7'), ('1', 'Fmaj7'), ('2', 'Fmaj7'), ('2', 'Fmaj7/E'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Em7'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'C/F'), ('2', 'C'), ('2', 'C')]","[65.0, 62.0, 67.0, 71.0, 75.0, 73.0, 71.0, 69.0, 67.0, 79.0, 80.0, 83.0, 82.0, 80.0, 81.0, 82.0]"
3265,3265,"[('1', 'Cmaj7'), ('1', 'Db7#11'), ('1', 'Cmaj7'), ('1', 'Db7#11'), ('1', 'Cmaj7'), ('1', 'Bbm7#9'), ('1', 'Abmaj7'), ('1', 'Ebm7'), ('1', 'Dbmaj7#11'), ('2', 'Cm7'), ('2', 'F7'), ('2', 'Bbm7'), ('2', 'Eb7'), ('1', 'Abmaj7'), ('1', 'Dm7')]","[65.0, 72.0, 73.0, 78.0, 76.0, 69.0, 74.0, 79.0, 76.0, 80.0, 84.0, 82.0, 81.0, 80.0, 78.0]"
3266,3266,"[('1', 'Cmaj7'), ('1', 'Db7#11'), ('1', 'Cmaj7'), ('1', 'Db7#11'), ('1', 'Cmaj7'), ('1', 'Bbm7#9'), ('1', 'Abmaj7'), ('1', 'Ebm7'), ('1', 'Dbmaj7#11'), ('2', 'Cm7'), ('2', 'F7'), ('2', 'Bbm7'), ('2', 'Eb7'), ('1', 'Abmaj7'), ('1', 'Dm7')]","[65.0, 67.0, 65.0, 63.0, 59.0, 56.0, 55.0, 64.0, 60.0, 62.0, 65.0, 67.0, 69.0, 71.0, 72.0]"
3267,3267,"[('1', 'Gbmaj7'), ('1', 'Ebm7'), ('1', 'Bmaj7'), ('1', 'Bb7#9'), ('1', 'Abm7'), ('1', 'Db7'), ('1', 'Gbmaj7'), ('2', 'Fm7'), ('2', 'Fm7'), ('2', 'Ebmaj7'), ('2', 'Ebmaj7'), ('1', 'Cm7'), ('1', 'Fm7'), ('1', 'Bb7b9'), ('1', 'Ebmaj7'), ('1', 'Ebmaj7'), ('1', 'Abm7'), ('1', 'Db7')]","[65.0, 72.0, 70.0, 70.0, 68.0, 67.0, 66.0, 67.0, 69.0, 63.0, 63.0, 63.0, 64.0, 67.0, 65.0, 64.0, 63.0, 65.0]"
3268,3268,"[('1', 'Cmaj7'), ('1', 'Db7#11'), ('1', 'Cmaj7'), ('1', 'Db7#11'), ('1', 'Cmaj7'), ('1', 'Bbm7#9'), ('1', 'Abmaj7'), ('1', 'Ebm7'), ('1', 'Dbmaj7#11'), ('2', 'Cm7'), ('2', 'F7'), ('2', 'Bbm7'), ('2', 'Eb7'), ('1', 'Abmaj7'), ('1', 'Dm7')]","[65.0, 60.0, 68.0, 65.0, 63.0, 64.0, 67.0, 68.0, 69.0, 72.0, 69.0, 72.0, 72.0, 71.0, 75.0]"
3269,3269,"[('1', 'Cm69'), ('2', 'Dm7b5'), ('2', 'G7#5'), ('1', 'Cm69'), ('1', 'C7'), ('1', 'Fm69'), ('1', 'C7#5'), ('1', 'Fm69'), ('1', 'Fm69'), ('1', 'Dm7b5'), ('1', 'G7#5'), ('1', 'Fm7'), ('1', 'Bm7'), ('2', 'Ebm7'), ('2', 'Am7'), ('2', 'Dm7b5'), ('2', 'G7#5')]","[65.0, 67.0, 69.0, 72.0, 76.0, 77.0, 75.0, 73.0, 74.0, 72.0, 74.0, 75.0, 73.0, 70.0, 68.0, 67.0, 66.0]"
3270,3270,"[('1', 'Cm69'), ('2', 'Dm7b5'), ('2', 'G7#5'), ('1', 'Cm69'), ('1', 'C7'), ('1', 'Fm69'), ('1', 'C7#5'), ('1', 'Fm69'), ('1', 'Fm69'), ('1', 'Dm7b5'), ('1', 'G7#5'), ('1', 'Fm7'), ('1', 'Bm7'), ('2', 'Ebm7'), ('2', 'Am7'), ('2', 'Dm7b5'), ('2', 'G7#5')]","[65.0, 72.0, 65.0, 60.0, 53.0, 58.0, 55.0, 53.0, 52.0, 51.0, 49.0, 53.0, 54.0, 56.0, 58.0, 54.0, 56.0]"
3271,3271,"[('1', 'Gm7'), ('1', 'C7'), ('1', 'Fm7'), ('1', 'Bm7'), ('1', 'Ebm7'), ('1', 'Am7'), ('1', 'Dm7b5'), ('1', 'G9#5')]","[65.0, 67.0, 67.0, 66.0, 63.0, 61.0, 63.0, 65.0]"
3272,3272,"[('1', 'Cm69'), ('2', 'Dm7b5'), ('2', 'G7#5'), ('1', 'Cm69'), ('1', 'C7'), ('1', 'Fm69'), ('1', 'C7#5'), ('1', 'Fm69'), ('1', 'Fm69'), ('1', 'Dm7b5'), ('1', 'G7#5'), ('1', 'Fm7'), ('1', 'Bm7'), ('2', 'Ebm7'), ('2', 'Am7'), ('2', 'Dm7b5'), ('2', 'G7#5')]","[65.0, 69.0, 65.0, 63.0, 65.0, 67.0, 64.0, 67.0, 68.0, 67.0, 68.0, 67.0, 63.0, 68.0, 66.0, 62.0, 61.0]"
3273,3273,"[('1', 'Cm69'), ('2', 'Dm7b5'), ('2', 'G7#5'), ('1', 'Cm69'), ('1', 'C7'), ('1', 'Fm69'), ('1', 'C7#5'), ('1', 'Fm69'), ('1', 'Fm69'), ('1', 'Dm7b5'), ('1', 'G7#5'), ('1', 'Fm7'), ('1', 'Bm7'), ('2', 'Ebm7'), ('2', 'Am7'), ('2', 'Dm7b5'), ('2', 'G7#5')]","[65.0, 68.0, 71.0, 70.0, 69.0, 70.0, 65.0, 69.0, 72.0, 82.0, 81.0, 79.0, 80.0, 85.0, 83.0, 80.0, 83.0]"
3274,3274,"[('1', 'Am7'), ('2', 'D7sus'), ('2', 'D7'), ('1', 'Gm7'), ('2', 'Dbm7sus'), ('2', 'Dbm7'), ('1', 'Gbm6'), ('2', 'Bm7'), ('2', 'E7'), ('1', 'Ebmaj7'), ('2', 'Am7'), ('2', 'D7'), ('1', 'Dm7'), ('1', 'G7b9'), ('1', 'CmM7'), ('1', 'Gbm7'), ('1', 'Bbmaj7'), ('2', 'Em7b5'), ('2', 'A7b9'), ('1', 'Dmaj7'), ('2', 'Bm7'), ('4', 'Gbm7'), ('4', 'E7')]","[65.0, 60.0, 63.0, 66.0, 65.0, 63.0, 60.0, 58.0, 55.0, 52.0, 55.0, 52.0, 53.0, 55.0, 57.0, 53.0, 55.0, 55.0, 54.0, 53.0, 65.0, 58.0, 70.0]"
3275,3275,"[('1', 'Am7'), ('2', 'D7sus'), ('2', 'D7'), ('1', 'Gm7'), ('2', 'Dbm7sus'), ('2', 'Dbm7'), ('1', 'Gbm6'), ('2', 'Bm7'), ('2', 'E7'), ('2', 'Am'), ('2', 'AmM7'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'Am7#11'), ('2', 'G7'), ('2', 'Fm/G'), ('1', 'Dbm6'), ('2', 'Bm7b5'), ('2', 'E7b9')]","[65.0, 67.0, 63.0, 60.0, 58.0, 55.0, 56.0, 60.0, 58.0, 54.0, 53.0, 52.0, 55.0, 60.0, 56.0, 57.0, 60.0, 58.0, 66.0]"
3276,3276,"[('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7')]","[65.0, 64.0, 62.0, 60.0, 57.0, 60.0, 63.0, 68.0]"
3277,3277,"[('1', 'C6'), ('1', 'C6'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('2', 'Ebm7'), ('2', 'Am7'), ('2', 'Ebm7'), ('2', 'Am7')]","[65.0, 69.0, 72.0, 76.0, 77.0, 74.0, 69.0, 65.0, 70.0, 68.0]"
3278,3278,"[('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Dm7'), ('1', 'G7')]","[65.0, 63.0, 62.0, 61.0, 60.0, 51.0, 58.0, 53.0]"
3279,3279,"[('1', 'C6'), ('1', 'C6'), ('1', 'D7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'C6'), ('2', 'Em7'), ('2', 'A7')]","[65.0, 60.0, 62.0, 64.0, 67.0, 70.0, 68.0, 69.0, 67.0]"
3280,3280,"[('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Bbm7'), ('1', 'Eb7'), ('1', 'Abmaj7'), ('1', 'Db7'), ('1', 'Dm7'), ('1', 'Abm7#9')]","[65.0, 64.0, 63.0, 61.0, 58.0, 57.0, 56.0, 61.0, 64.0, 58.0, 53.0, 55.0, 57.0, 59.0]"
3281,3281,"[('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Bbm7'), ('1', 'Eb7'), ('1', 'Abmaj7'), ('1', 'Db7'), ('1', 'Dm7'), ('1', 'Abm7#9')]","[65.0, 67.0, 68.0, 70.0, 63.0, 71.0, 81.0, 83.0, 80.0, 78.0, 74.0, 71.0, 70.0, 68.0]"
3282,3282,"[('1', 'Fmaj7'), ('2', 'Bm7b5'), ('2', 'E7'), ('1', 'Amaj7'), ('1', 'Amaj7'), ('1', 'Am7'), ('1', 'Ebm7'), ('1', 'Dm7'), ('1', 'Abm7')]","[65.0, 60.0, 58.0, 57.0, 55.0, 53.0, 50.0, 48.0, 50.0]"
3283,3283,"[('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Bbm7'), ('1', 'Eb7'), ('1', 'Abmaj7'), ('1', 'Db7'), ('1', 'Dm7'), ('1', 'Abm7#9'), ('1', 'Cmaj7'), ('1', 'Abm7b9')]","[65.0, 67.0, 69.0, 70.0, 72.0, 74.0, 76.0, 74.0, 74.0, 72.0, 70.0, 67.0, 64.0, 65.0, 61.0, 58.0]"
3284,3284,"[('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'C6'), ('1', 'Am7'), ('1', 'D7#11'), ('1', 'D7#11'), ('1', 'G7'), ('1', 'G7b9')]","[65.0, 63.0, 65.0, 61.0, 65.0, 68.0, 67.0, 72.0, 71.0, 71.0, 72.0, 69.0, 65.0, 64.0, 63.0, 70.0]"
3285,3285,"[('1', 'Dm7'), ('1', 'G7'), ('1', 'Cmaj7'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'Em7b5'), ('1', 'A7b9'), ('1', 'Dm7'), ('1', 'Fm6'), ('1', 'Cmaj7/G'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'G7'), ('2', 'C6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7')]","[65.0, 67.0, 58.0, 64.0, 65.0, 66.0, 65.0, 64.0, 62.0, 63.0, 62.0, 60.0, 55.0, 61.0, 62.0, 68.0, 62.0, 66.0]"
3286,3286,"[('2', 'Dbm6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'Dbdim7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dbm6/E'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Cmaj7'), ('2', 'Gm7'), ('2', 'Dbm7')]","[65.0, 72.0, 73.0, 70.0, 66.0, 66.0, 66.0, 65.0, 63.0, 66.0, 67.0, 74.0, 67.0, 74.0, 73.0]"
3287,3287,"[('1', 'Fmaj7'), ('2', 'Abm7'), ('2', 'E7'), ('2', 'Am'), ('2', 'E7/Ab'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Fmaj7'), ('2', 'A7/E'), ('2', 'Dm'), ('4', 'Bm7b5'), ('4', 'E7'), ('2', 'Am'), ('2', 'D7'), ('2', 'Abm7#5'), ('2', 'Abm7')]","[65.0, 69.0, 68.0, 70.0, 66.0, 61.0, 58.0, 56.0, 57.0, 52.0, 56.0, 52.0, 53.0, 55.0, 57.0, 58.0]"
3288,3288,"[('2', 'Dbm6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'Dbdim7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dbm6/E'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Cmaj7'), ('2', 'Gm7'), ('2', 'Dbm7')]","[65.0, 65.0, 65.0, 65.0, 65.0, 67.0, 63.0, 65.0, 66.0, 61.0, 66.0, 78.0, 75.0, 73.0, 71.0]"
3289,3289,"[('2', 'Dm'), ('2', 'Dm'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('2', 'Am'), ('2', 'Am'), ('2', 'Am/Gb'), ('2', 'Fm6'), ('2', 'Em7'), ('2', 'Em7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Fm6'), ('1', 'Dbm6')]","[65.0, 69.0, 67.0, 65.0, 67.0, 69.0, 71.0, 73.0, 72.0, 73.0, 75.0, 70.0, 70.0, 70.0, 68.0]"
3290,3290,"[('1', 'C6'), ('1', 'C6'), ('1', 'A7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Fm7'), ('1', 'Bm7'), ('1', 'Em7'), ('1', 'Bm7'), ('1', 'Dm9')]","[65.0, 67.0, 65.0, 74.0, 71.0, 67.0, 64.0, 61.0, 59.0, 58.0, 60.0]"
3291,3291,"[('1', 'G13')]",[65.0]
3292,3292,"[('1', 'C6'), ('1', 'C6'), ('1', 'A7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Fm7'), ('1', 'Bm7'), ('1', 'Em7'), ('1', 'Bm7'), ('1', 'Dm9')]","[65.0, 69.0, 68.0, 67.0, 65.0, 67.0, 71.0, 74.0, 71.0, 66.0, 70.0]"
3293,3293,"[('1', 'G13')]",[65.0]
3294,3294,"[('1', 'Gbm7'), ('1', 'B7'), ('1', 'Emaj7'), ('1', 'Emaj7'), ('1', 'Am9'), ('1', 'D7'), ('1', 'Gmaj7'), ('1', 'Gmaj7'), ('1', 'Ebm9'), ('1', 'Am7'), ('1', 'Dbmaj7'), ('1', 'Dbmaj7'), ('1', 'Dm9'), ('1', 'Dm9'), ('1', 'G13'), ('1', 'G13')]","[65.0, 63.0, 62.0, 58.0, 54.0, 53.0, 51.0, 49.0, 54.0, 52.0, 49.0, 50.0, 52.0, 50.0, 52.0, 55.0]"
3295,3295,"[('1', 'C6'), ('1', 'C6'), ('1', 'A7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Fm7'), ('1', 'Bm7'), ('1', 'Em7'), ('1', 'Bm7'), ('1', 'Dm9')]","[65.0, 64.0, 62.0, 60.0, 62.0, 60.0, 58.0, 61.0, 60.0, 58.0, 60.0]"
3296,3296,"[('1', 'G13')]",[65.0]
3297,3297,"[('1', 'C6'), ('1', 'C6'), ('1', 'A7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Fm7'), ('1', 'Bm7'), ('1', 'Em7'), ('1', 'Bm7'), ('1', 'Dm9')]","[65.0, 60.0, 64.0, 61.0, 64.0, 58.0, 63.0, 58.0, 61.0, 72.0, 67.0]"
3298,3298,"[('1', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7')]","[65.0, 64.0, 67.0, 65.0, 63.0, 65.0, 47.0]"
3299,3299,"[('1', 'Cmaj7'), ('1', 'B7#5'), ('1', 'Em7b5'), ('2', 'A7sus'), ('2', 'A7b9'), ('1', 'Dm7'), ('2', 'G7sus'), ('2', 'G7'), ('1', 'Cmaj7')]","[65.0, 68.0, 70.0, 68.0, 64.0, 69.0, 71.0, 69.0, 68.0]"
3300,3300,"[('1', 'Cmaj7'), ('1', 'B7#5'), ('1', 'Em7b5'), ('2', 'A7sus'), ('2', 'A7b9'), ('1', 'Dm7'), ('2', 'G7sus'), ('2', 'G7'), ('1', 'Cmaj7')]","[65.0, 60.0, 63.0, 61.0, 59.0, 55.0, 56.0, 55.0, 55.0]"
3301,3301,"[('1', 'Bbmaj7'), ('1', 'Ebmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('2', 'Am'), ('2', 'AmM7'), ('2', 'Am7'), ('2', 'D7'), ('1', 'Dm7'), ('1', 'G7')]","[65.0, 62.0, 64.0, 67.0, 67.0, 71.0, 62.0, 65.0, 63.0, 62.0]"
3302,3302,"[('1', 'Cmaj7'), ('1', 'B7#5'), ('1', 'Em7b5'), ('2', 'A7sus'), ('2', 'A7b9'), ('1', 'Dm7'), ('2', 'G7sus'), ('2', 'G7'), ('1', 'Dbm6'), ('2', 'Dm7'), ('2', 'G7')]","[65.0, 67.0, 68.0, 70.0, 67.0, 68.0, 65.0, 72.0, 72.0, 65.0, 67.0]"
3303,3303,"[('2', 'Am7'), ('2', 'D7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C7'), ('1', 'Gbm7'), ('4', 'Ebm7'), ('4', 'Am7'), ('4', 'Dm7'), ('4', 'G7')]","[65.0, 60.0, 63.0, 60.0, 64.0, 63.0, 65.0, 65.0, 65.0, 65.0, 61.0, 58.0, 60.0, 62.0]"
3304,3304,"[('2', 'Em'), ('2', 'EmM7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dmaj7'), ('2', 'Em7'), ('2', 'Gbm7'), ('4', 'Em7'), ('4', 'A7'), ('2', 'Dm'), ('2', 'DmM7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('2', 'Bm7b5'), ('2', 'E7b9')]","[65.0, 64.0, 58.0, 62.0, 60.0, 62.0, 63.0, 73.0, 72.0, 70.0, 72.0, 73.0, 74.0, 70.0, 75.0, 68.0]"
3305,3305,"[('2', 'Am7'), ('2', 'D7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C7'), ('1', 'Gbm7'), ('4', 'Ebm7'), ('4', 'Am7'), ('4', 'Dm7'), ('4', 'G7'), ('2', 'Cmaj7'), ('4', 'Cmaj7'), ('4', 'Cmaj7')]","[65.0, 67.0, 60.0, 67.0, 65.0, 67.0, 69.0, 78.0, 72.0, 74.0, 70.0, 69.0, 68.0, 67.0, 65.0, 67.0, 69.0]"
3306,3306,"[('1', 'Cm6'), ('1', 'Cm6'), ('1', 'Cm6'), ('1', 'Fm6'), ('1', 'G7b9'), ('2', 'Dm7b5'), ('2', 'G7b13'), ('2', 'Dm7b5'), ('2', 'G7b13'), ('1', 'Cm6')]","[65.0, 63.0, 61.0, 60.0, 63.0, 66.0, 70.0, 68.0, 67.0, 68.0]"
3307,3307,"[('1', 'Cm6'), ('1', 'Cm6'), ('1', 'Cm6'), ('1', 'Fm6'), ('1', 'G7b9'), ('2', 'Dm7b5'), ('2', 'G7b13'), ('2', 'Dm7b5'), ('2', 'G7b13'), ('1', 'Cm6')]","[65.0, 67.0, 70.0, 74.0, 70.0, 74.0, 76.0, 76.0, 80.0, 82.0]"
3308,3308,"[('1', 'Cm6'), ('1', 'Cm6'), ('1', 'Cm6'), ('1', 'G7b9'), ('1', 'G7b9'), ('1', 'G7b9'), ('1', 'G7b9'), ('1', 'Cmaj7')]","[65.0, 63.0, 61.0, 64.0, 67.0, 64.0, 62.0, 58.0]"
3309,3309,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'C7'), ('1', 'Fmaj7'), ('1', 'Fm6'), ('1', 'C6'), ('2', 'Dm7b5'), ('2', 'G7b13'), ('2', 'Cm6'), ('4', 'Dm7b5'), ('4', 'G7')]","[65.0, 72.0, 70.0, 72.0, 70.0, 69.0, 67.0, 62.0, 65.0, 61.0, 58.0]"
3310,3310,"[('1', 'Dm7'), ('4', 'Bm7'), ('4', 'A7'), ('4', 'Ab7'), ('4', 'Abm7'), ('1', 'Cmaj7'), ('4', 'Dbm7'), ('4', 'B7'), ('4', 'Bm7'), ('4', 'A7'), ('1', 'Ebm7'), ('2', 'Dm7'), ('2', 'Abm7')]","[65.0, 65.0, 62.0, 61.0, 59.0, 60.0, 65.0, 63.0, 68.0, 70.0, 61.0, 62.0, 65.0]"
3311,3311,"[('1', 'Dm7'), ('4', 'Bm7'), ('4', 'A7'), ('4', 'Ab7'), ('4', 'Abm7'), ('1', 'Cmaj7'), ('4', 'Dbm7'), ('4', 'B7'), ('4', 'Bm7'), ('4', 'A7'), ('1', 'Ebm7'), ('2', 'Dm7'), ('2', 'Abm7')]","[65.0, 62.0, 64.0, 66.0, 67.0, 70.0, 74.0, 75.0, 67.0, 70.0, 73.0, 74.0, 73.0]"
3312,3312,"[('2', 'Bmaj7'), ('2', 'Abm7'), ('2', 'Dbm7'), ('2', 'Gb7'), ('2', 'Ebm7'), ('2', 'Ab7b9'), ('2', 'Dbm7'), ('2', 'Gb7b9'), ('2', 'Bmaj7'), ('2', 'Abm7'), ('2', 'Dbm7'), ('2', 'Gb7'), ('2', 'Bmaj7'), ('2', 'Em7'), ('2', 'Dm7'), ('4', 'Em7b5'), ('4', 'A7')]","[65.0, 68.0, 70.0, 59.0, 63.0, 67.0, 68.0, 70.0, 68.0, 67.0, 65.0, 70.0, 67.0, 68.0, 69.0, 65.0, 60.0]"
3313,3313,"[('1', 'Dm7'), ('4', 'Bm7'), ('4', 'A7'), ('4', 'Ab7'), ('4', 'Abm7'), ('1', 'Cmaj7'), ('4', 'Dbm7'), ('4', 'B7'), ('4', 'Bm7'), ('4', 'A7'), ('1', 'Ebm7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Dbm6'), ('2', 'Em7b5'), ('2', 'A7b9')]","[65.0, 64.0, 63.0, 62.0, 61.0, 60.0, 57.0, 54.0, 62.0, 63.0, 65.0, 66.0, 67.0, 68.0, 67.0, 70.0]"
3314,3314,"[('1', 'Em7'), ('1', 'Dm7'), ('1', 'Cmaj7'), ('1', 'Gb13b9'), ('1', 'Ebmaj7'), ('1', 'D7sus'), ('1', 'Cm7'), ('1', 'Abm7sus'), ('1', 'Abm7#5')]","[65.0, 68.0, 67.0, 66.0, 65.0, 62.0, 60.0, 57.0, 54.0]"
