,OTL,COM,ODT,meta,parts,chords
932,Dienda,"Kirkland, Kenny",1986,"['OTL: Dienda', 'COM: Kirkland, Kenny', 'ODT: 1986', '(date of first recording by Branford Marsalis)']","['Intro', 'A', 'B', 'ToCod', 'Coda', 'Intro', 'A', 'B', 'Coda']","[{'meta': ['*>Intro\n', '*M3/4\n', '*C:\n'], 'bars': [['.G:min11', '.Fadd9/A'], ['.G-:maj7#11'], ['.G:min11', '.Fadd9/A'], ['.F/D-'], ['.F/D-']]}, {'meta': ['*>A\n'], 'bars': [['.F/G'], ['.F/D-', '.B-:min/D-'], ['.D:min9'], ['.G13#11'], ['.G-^9#11'], ['.F:min11'], ['.Cadd9/E'], ['.F/E-'], ['.D:min11'], ['.B-:maj7/D'], ['.A9sus'], ['.F:min9/B-', '.B-/G-'], ['.B-/G-'], ['.F:min9', '.F:min9/E-'], ['.Dh7'], ['.E/C', '.C6'], ['.C7alt']]}, {'meta': ['*>B\n'], 'bars': [['.F:min9'], ['.D-13#11'], ['.D:min9'], ['.D:min9/C'], ['.G-/B-', '.B-:min'], ['.F:min11/A-'], ['.G:min11'], ['.G-:maj7#11'], ['.B-:maj7#5/A'], ['.B-:maj7#11/D'], ['.C/A-']]}, {'meta': ['*>ToCod\n'], 'bars': [['.G:min11', '.Fadd9/A'], ['.G-:maj7#11'], ['.G:min11', '.Fadd9/A'], ['.F/D-'], ['.F/D-']]}, {'meta': ['*>Coda\n'], 'bars': [['.G:min11', '.Fadd9/A'], ['.G-:maj7#11'], ['.G:min11', '.Fadd9/A'], ['.F/D-'], ['.F/D-;']]}]"
933,"Sleepin' Bee, A","Arlen, Harold",1954,"[""OTL: Sleepin' Bee, A"", 'COM: Arlen, Harold', 'ODT: 1954']","['A', 'B', 'A2', 'C']","[{'meta': ['*>A\n', '*M4/4\n', '*A-:\n'], 'bars': [['A-:maj7', 'E-7sus'], ['A-:maj7', 'E-7sus'], ['A-:maj7', 'D7'], ['D-:maj7', 'G-7sus'], ['A-:maj7', 'D-7'], ['C7', 'F7'], ['B-:min7', 'E7'], ['E-7', 'D-7']]}, {'meta': ['*>B\n'], 'bars': [['C9', 'C7b9'], ['F13', 'F7b13'], ['B-13', 'B-7b13'], ['E-9', 'E-7b9'], ['A-13', 'A-7b13'], ['D-7'], ['B-:min7', 'C:min7', 'D-6', 'Do'], ['E-7sus', 'E-7']]}, {'meta': ['*>A2\n'], 'bars': [['A-:maj7', 'E-7sus'], ['A-:maj7', 'E-7sus'], ['A-:maj7', 'D7'], ['D-:maj7', 'G-7sus'], ['A-:maj7', 'D-7'], ['C7', 'F7'], ['B-:min7', 'E7'], ['E-7', 'D-7']]}, {'meta': ['*>C\n'], 'bars': [['C9', 'C7b9'], ['F13', 'F7b13'], ['B-13', 'B-7b13'], ['E-9', 'E-7b9'], ['A-:maj7', 'D-:maj7'], ['C7', 'F7'], ['B-7', 'E-7'], ['C7', 'F7'], ['B-7'], ['E-7sus', 'E-7'], ['A-6', 'B:maj7'], ['E:maj7', 'A:maj7']]}]"
934,If I Could Be With You,"Johnson, James",1926,"['OTL: If I Could Be With You', 'COM: Johnson, James', 'ODT: 1926']","['Verse', 'A', 'B']","[{'meta': ['*>Verse\n', '*M4/4\n', '*E-:\n'], 'bars': [['E-:maj7', 'Eo7'], ['F:min7', 'B-7'], ['E-:maj7', 'Eo7'], ['F:min7', 'B-7'], ['E-6'], ['E-6', 'C7'], ['F7'], ['B-7'], ['B-^', 'G7', 'C7', 'F7'], ['B-6'], ['F7'], ['B-7']]}, {'meta': ['*>A\n'], 'bars': [['F:min7'], ['B-7', 'B-7#5'], ['E-6', 'G7'], ['C7'], ['F7'], ['B-7'], ['E-6', 'C7'], ['F7', 'B-7']]}, {'meta': ['*>B\n'], 'bars': [['F:min7'], ['B-7', 'B-7#5'], ['E-6', 'G7'], ['C7'], ['A-6', 'Ao7'], ['E-6/B-', 'C7'], ['F7', 'B-7'], ['E-6']]}]"
935,Lush Life,"Strayhorn, Billy",1949,"['OTL: Lush Life', 'COM: Strayhorn, Billy', 'ODT: 1949']","['Verse', 'N1V', 'Verse', 'N2V', 'A', 'B']","[{'meta': ['*>Verse\n'], 'bars': [['D-6', 'C-7'], ['D-:maj7', 'C-7'], ['D-:maj7', 'C-7'], ['D-^', 'E-:min7', 'F:min7', 'G-:min7'], ['A-:min7', 'D7'], ['F:min7', 'D7']]}, {'meta': ['*>N1V\n'], 'bars': [['D-:min6', 'D7']]}, {'meta': ['*>N2V\n'], 'bars': [['D-:min6', 'Gh', 'C7'], ['F:min7'], ['F:min7'], ['F:min7'], ['Gh', 'C7'], ['F:min7'], ['F:min7'], ['F:min7'], ['A-7'], ['B7sus'], ['B-7'], ['E-:min7'], ['A7#11'], ['E-:min7'], ['D7#11']]}, {'meta': ['*>A\n'], 'bars': [['D-:maj7', 'D7#11'], ['D-:maj7', 'D7#11'], ['D-6', 'F#:min7', 'B7'], ['E:maj7', 'D7#11'], ['D-:maj7', 'D7#11'], ['D-:maj7', 'D7#11'], ['D-6', 'D-7', 'C7'], ['F:maj7', 'A7'], ['A-:maj7', 'E-7b9'], ['A-:maj7', 'E:min7', 'A7'], ['D:maj7', 'D:min7', 'G7'], ['C:maj7', 'A-7']]}, {'meta': ['*>B\n'], 'bars': [['D-:maj7', 'D7#11'], ['D-:maj7', 'D7#11'], ['D-6', 'C7', 'B7'], ['F:min7', 'B-7'], ['F#:min7', 'B7'], ['A7#5', 'A-7'], ['D-:maj7', 'G-7'], ['F:min7', 'B-7'], ['F#:min7', 'B7'], ['A7#5', 'A-7'], ['A-7', 'A7', 'B-7', 'B7'], ['C7', 'D7', 'D-^', 'A-7'], ['D-:maj7', 'D7#11'], ['D-:maj7', 'D7#11']]}]"
936,Dear Lord,"Coltrane, John",1965,"['OTL: Dear Lord', 'COM: Coltrane, John', 'ODT: 1965']","['A', 'B']","[{'meta': ['*>A\n', '*M4/4\n', '*D:\n'], 'bars': [['D:maj7'], ['D:maj7'], ['D:maj7'], ['D:maj7'], ['E:min7'], ['E:min7'], ['E:min7'], ['E:min7'], ['D:maj7'], ['D:maj7'], ['D:maj7'], ['D:maj7'], ['B:min'], ['B:min:maj7'], ['B:min7'], ['B:min6'], ['B:min'], ['B:min:maj7'], ['B:min7'], ['B:min6'], ['E:min7'], ['E:min7'], ['A7sus'], ['A7sus'], ['A7sus'], ['A7sus'], ['A7#5'], ['A7#5'], ['D:maj7'], ['B:min7'], ['E:min7'], ['A7']]}, {'meta': ['*>B\n'], 'bars': [['D:maj7'], ['D:maj7'], ['D:maj7'], ['D:maj7'], ['E:min7'], ['E:min7'], ['E:min7'], ['E:min7'], ['D:maj7'], ['D:maj7'], ['D:maj7'], ['D:maj7'], ['G:maj7'], ['G:maj7'], ['G:maj7'], ['G:maj7'], ['G:maj7'], ['G:maj7'], ['G:maj7'], ['G:maj7'], ['F#:min7'], ['F#:min7'], ['G:maj7'], ['G:maj7'], ['E:min7'], ['F#:min7'], ['G:maj7'], ['A7sus'], ['B-:maj7'], ['B-:maj7'], ['D:maj7'], ['D:maj7']]}]"
937,My Melancholy Baby," Norton, George",1911,"['OTL: My Melancholy Baby', 'COM1: Burnett, Ernie', 'COM2: Norton, George', 'ODT: 1911']","['A', 'B', 'A2', 'C']","[{'meta': ['*>A\n', '*M4/4\n', '*B-:\n'], 'bars': [['B-:maj7'], ['B-:maj7'], ['A-7'], ['G7'], ['C:min7'], ['G9#5'], ['C:min7'], ['G9#5']]}, {'meta': ['*>B\n'], 'bars': [['C:min7'], ['C:min7'], ['F7'], ['G-o7'], ['G:min7'], ['C7'], ['C:min7'], ['F7']]}, {'meta': ['*>A2\n'], 'bars': [['B-:maj7'], ['B-:maj7'], ['A-7'], ['G7'], ['C:min7'], ['G9#5'], ['C:min7'], ['F:min7', 'B-7']]}, {'meta': ['*>C\n'], 'bars': [['E-:maj7'], ['Eo7'], ['B-7'], ['G7'], ['C:min7'], ['F7'], ['B-6', 'Bo7'], ['C:min7', 'F7']]}]"
938,Tin Tin Deo,"Gillespie, Dizzy",1951,"['OTL: Tin Tin Deo', 'COM: Gillespie, Dizzy', 'ODT: 1951']","['A', 'B', 'A', 'B', 'C', 'B2']","[{'meta': ['*>A\n', '*M4/4\n', '*g:\n'], 'bars': [['G:min6', 'F:min6'], ['E-:maj7', 'D7#5'], ['G:min6', 'E7'], ['Ah7', 'A-7'], ['G:min6', 'F:min6'], ['E-:maj7', 'D7#5'], ['G:min7', 'C7'], ['F7', 'E7b5']]}, {'meta': ['*>B\n'], 'bars': [['D7'], ['D7'], ['G:min6'], ['G:min6'], ['D7'], ['D7'], ['G:min6'], ['G:min6']]}, {'meta': ['*>C\n'], 'bars': [['C:min7'], ['C:min7', 'F7b9'], ['B-:maj7', 'E-7'], ['D:min7', 'G7b9'], ['C:min7'], ['C:min7', 'F7b9'], ['B-:maj7', 'Eh7'], ['A-7b9', 'Eh7']]}, {'meta': ['*>B2\n'], 'bars': [['D7'], ['D7'], ['G:min6'], ['G:min6'], ['D7'], ['D7'], ['G:min6'], ['G:min6']]}]"
939,Tonight You Belong To Me,"David, Lee",1926,"['OTL: Tonight You Belong To Me', 'COM: David, Lee', 'LYR: Rose, Billy', 'ODT: 1926']","['A', 'N1', 'A', 'N2', 'B', 'A2']","[{'meta': ['*>A\n', '*M4/4\n', '*C:\n'], 'bars': [['C:maj7'], ['E:min7'], ['F:maj7'], ['C:maj7', 'A7'], ['D:min7', 'F:min6'], ['C:maj7', 'A:min7']]}, {'meta': ['*>N1\n'], 'bars': [['D7'], ['G7']]}, {'meta': ['*>N2\n'], 'bars': [['D7', 'G7'], ['C:maj7']]}, {'meta': ['*>B\n'], 'bars': [['C7'], ['G:min7', 'C7'], ['B-:maj7', 'F:maj7'], ['F:maj7'], ['D7'], ['A:min7', 'D7'], ['G7'], ['G7']]}, {'meta': ['*>A2\n'], 'bars': [['C:maj7'], ['E:min7'], ['F:maj7'], ['C:maj7', 'A7'], ['D:min7', 'F:min6'], ['C:maj7', 'A:min7'], ['D7', 'G7'], ['C:maj7', 'G7']]}]"
940,Equinox,"Coltrane, John",1960,"['OTL: Equinox', 'COM: Coltrane, John', 'ODT: 1960']",['/'],[]
941,Minor Mishap,"Flanagan, Tommy",1957,"['OTL: Minor Mishap', 'COM: Flanagan, Tommy', 'ODT: 1957']","['A', 'B', 'C', 'A2']","[{'meta': ['*>A\n', '*M4/4\n', '*b-:\n'], 'bars': [['B-:min7'], ['C7#9#5', 'F7'], ['B-:min7'], ['C7b9#5', 'F7'], ['B-:min7'], ['E-:min7', 'B-:min7'], ['Gh7'], ['C7b9']]}, {'meta': ['*>B\n'], 'bars': [['F:min7'], ['G7#9#5', 'C7'], ['F:min7'], ['G7b9#5', 'C7'], ['F:min7'], ['B-:min7', 'F:min7'], ['G7#5', 'C7#9'], ['F:min7']]}, {'meta': ['*>C\n'], 'bars': [['F:min7'], ['B-7'], ['E-:maj7'], ['E-:maj7'], ['E-:min7'], ['A-7'], ['D-:maj7'], ['C7#9', 'F7']]}, {'meta': ['*>A2\n'], 'bars': [['B-:min7'], ['C7#9#5', 'F7'], ['B-:min7'], ['C7b9#5', 'F7'], ['B-:min7'], ['E-:min7', 'B-:min7'], ['C7#5', 'F7#9'], ['B-:min7', 'F7']]}]"
942,How Insensitive,"Jobim, Antonio Carlos",1963,"['OTL: How Insensitive', 'COM: Jobim, Antonio Carlos', 'ODT: 1963']","['A', 'B']","[{'meta': ['*>A\n', '*M4/4\n', '*d:\n'], 'bars': [['D:min'], ['D:min'], ['C#o7'], ['C#o7'], ['C:min6'], ['C:min6'], ['G7/B'], ['G7/B'], ['B-:maj7'], ['B-:maj7'], ['E-:maj7#11'], ['E-:maj7#11'], ['Eh7'], ['A7b9'], ['D:min'], ['D:min', 'D-7']]}, {'meta': ['*>B\n'], 'bars': [['C:min6'], ['C:min6'], ['Bo7'], ['Bo7'], ['B-:maj7'], ['Eh7', 'A7b9'], ['D:min'], ['D:min', 'D-7'], ['C:min7'], ['F7'], ['B:min7'], ['E7b9'], ['B-:maj7'], ['A7b9'], ['D:min'], ['D:min']]}]"
943,From This Moment On,"Porter, Cole",1951,"['OTL: From This Moment On', 'COM: Porter, Cole', 'ODT: 1951']","['A', 'N1', 'A', 'N2', 'B', 'A', 'N3']","[{'meta': ['*>A\n', '*M4/4\n', '*f:\n'], 'bars': [['F:min6'], ['F:min6'], ['Gh7'], ['C7b9'], ['B-:min6/F'], ['F:min6'], ['E-:min7'], ['A-7'], ['D-:maj7'], ['D-:maj7'], ['G-7'], ['G-7'], ['A-6'], ['A-6']]}, {'meta': ['*>N1\n'], 'bars': [['Gh7'], ['C7b9']]}, {'meta': ['*>N2\n'], 'bars': [['E-:min7'], ['A-7']]}, {'meta': ['*>B\n'], 'bars': [['D-:maj7'], ['D-:maj7'], ['G-7'], ['G-7'], ['A-6'], ['A-6'], ['C:min7'], ['F7'], ['E-6'], ['C7b9'], ['F:min7'], ['B-7'], ['E-7'], ['E-7'], ['E-7', '! D.C. al 3rd Ending']]}, {'meta': ['*>N3\n'], 'bars': [['Ch7'], ['F7'], ['B-7'], ['E-7'], ['A-6'], ['A-6']]}]"
944,Peace,"Silver, Horace",1959,"['OTL: Peace', 'COM: Silver, Horace', 'ODT: 1959']",['/'],[]
945,Sno' Peas,"Markowitz, Phil",1980,"[""OTL: Sno' Peas"", 'COM: Markowitz, Phil', 'ODT: 1980']","['Intro', 'Intro', 'A', 'A', 'B', 'A2']","[{'meta': ['*>Intro\n', '*M3/4\n', '*e-:\n'], 'bars': [['.E-7#9'], ['.A-:min7'], ['.B-7#9'], ['.E-:min7']]}, {'meta': ['*>A\n'], 'bars': [['.D7#9'], ['.A-:min7'], ['.D-7'], ['.C:min:maj7', '.C:min7'], ['.E:min7'], ['.A-:min7'], ['.B:min7'], ['.E-:min9']]}, {'meta': ['*>B\n'], 'bars': [['.D7#9'], ['.A-:min7'], ['.G:min:maj7'], ['.B:min:maj7'], ['.C:min:maj7'], ['.E:min7'], ['.A:min7'], ['.A-:min7']]}, {'meta': ['*>A2\n'], 'bars': [['.E-7#9'], ['.A-:min7'], ['.D-7'], ['.C:min:maj7', '.C:min7'], ['.E:min7'], ['.A-:min7'], ['.B:min7'], ['.E-:min9']]}]"
946,"Nearness Of You, The","Carmichael, Hoagy",1937,"['OTL: Nearness Of You, The', 'COM: Carmichael, Hoagy', 'ODT: 1937']","['A', 'N1', 'A', 'N2', 'B', 'A', 'N3']","[{'meta': ['*>A\n', '*M4/4\n', '*F:\n'], 'bars': [['F:maj7'], ['C:min7', 'F7'], ['B-:maj7'], ['B-o7(Bh7)', 'B-o7(E7b9)'], ['A:min7', 'D7'], ['G:min7', 'C7']]}, {'meta': ['*>N1\n'], 'bars': [['A:min7', 'D7'], ['G:min7', 'C7']]}, {'meta': ['*>N2\n'], 'bars': [['F:maj7', 'E-7'], ['F6']]}, {'meta': ['*>B\n'], 'bars': [['G:min7'], ['C7'], ['F:maj7'], ['C:min7', 'F7'], ['B-:maj7'], ['Ah7', 'D7b9'], ['G7', '! D.C. al 3rd ending']]}, {'meta': ['*>N3\n'], 'bars': [['Ah7'], ['D7b9'], ['G:min7'], ['C7'], ['F:maj7', 'D:min7'], ['G:min7', 'C7']]}]"
947,Yesterdays,"Kern, Jerome",1933,"['OTL: Yesterdays', 'COM: Kern, Jerome', 'ODT: 1933']",['/'],[]
948,Golden Earring,"Livingston, Jay",1946,"['OTL: Golden Earring', 'COM: Livingston, Jay', 'ODT: 1946']","['A', 'A', 'B', 'A2']","[{'meta': ['*>A\n'], 'bars': [['C:min', 'G7/D'], ['C:min/E-', 'C:min7'], ['Ah7', 'A-7'], ['Dh7', 'G7b9'], ['C:min', 'D7'], ['G7', 'A-7'], ['G7b9'], ['C:min']]}, {'meta': ['*>B\n'], 'bars': [['F:min7'], ['B-7'], ['E-:maj7'], ['E-:maj7'], ['E-:min7'], ['A-7'], ['Ah7', 'A-7'], ['G7sus', 'G7']]}, {'meta': ['*>A2\n'], 'bars': [['C:min', 'G7/D'], ['C:min/E-', 'C:min7'], ['Ah7', 'A-7'], ['G7b9'], ['C:min', 'D7'], ['G7', 'A-7'], ['G7b9'], ['C:min']]}]"
949,Autumn In New York,"Duke, Vernon",1934,"['OTL: Autumn In New York', 'COM: Duke, Vernon', 'ODT: 1934']","['A', 'B', 'C', 'D']","[{'meta': ['*>A\n', '*M4/4\n', '*F:\n'], 'bars': [['G:min7', 'A:min7'], ['B-6', 'C7'], ['F:maj7', 'G:min7'], ['A:min7', 'D7b9'], ['G:min7', 'A:min7'], ['B-6', 'C7'], ['Ah7'], ['D7b9']]}, {'meta': ['*>B\n'], 'bars': [['G:min7'], ['B-:min7', 'E-7'], ['A-:maj7'], ['A-:maj7', 'G7b9'], ['C:min7', 'Ah7'], ['Dh7', 'G7b9'], ['C:maj7'], ['C7', 'C7#5']]}, {'meta': ['*>C\n'], 'bars': [['G:min7', 'A:min7'], ['B-6', 'C7'], ['F:maj7', 'G:min7'], ['A:min7', 'D7', 'D-7'], ['C:min7', 'D:min7'], ['E-:min6', 'F7b13'], ['B-:min6', 'A-:min7'], ['G-7']]}, {'meta': ['*>D\n'], 'bars': [['F:min7', 'C7b9'], ['F:min7', 'E-:min7', 'A-7'], ['D-:maj7', 'A-7'], ['D-:maj7', 'A-7'], ['G:min7', 'A:min7'], ['B-:min6', 'C7b9'], ['F:min'], ['F:min', 'D7b9']]}]"
950,Interplay,"Evans, Bill",1962,"['OTL: Interplay', 'COM: Evans, Bill', 'ODT: 1962']",['/'],[]
951,Day Dreaming,"Kern, Jerome",1941,"['OTL: Day Dreaming', 'COM: Kern, Jerome', 'ODT: 1941']","['A', 'N1', 'B', 'A', 'N2', 'C']","[{'meta': ['*>A\n', '*M4/4\n', '*B-:\n'], 'bars': [['B-:maj7', 'C:min7'], ['D:min7', 'C#o7'], ['C:min7', 'Do7'], ['C:min7', 'F7#9'], ['B-:maj7', 'E-:maj7'], ['D7#11', 'A-9'], ['G7b9'], ['C:min7', 'F7']]}, {'meta': ['*>N1\n'], 'bars': []}, {'meta': ['*>B\n'], 'bars': [['B-:maj7', 'B-7/A-'], ['G:min7', 'G:min7/F'], ['Eh7'], ['E-7', 'D7#5'], ['G:min7', 'G:min7/F'], ['Eh7', 'E-9'], ['D:min7', 'C#o7'], ['C:min7', 'F7sus']]}, {'meta': ['*>N2\n'], 'bars': []}, {'meta': ['*>C\n'], 'bars': [['B-:maj7', 'B-7/A-'], ['G:min7', 'F:min7'], ['Eh7'], ['E-:min6', 'A-9'], ['D:min7', 'G7'], ['E7/F', 'F13'], ['B-69'], ['C:min7', 'F7sus']]}]"
952,Parisian Thoroughfare,"Powell, Bud",1951,"['OTL: Parisian Thoroughfare', 'COM: Powell, Bud', 'ODT: 1951']","['A', 'N1', 'A', 'N2', 'B', 'A2']","[{'meta': ['*>A\n', '*M4/4\n', '*F:\n'], 'bars': [['F:maj7'], ['G:min7', 'C7'], ['A:min11', 'D7'], ['G:min7', 'C7'], ['F:maj7'], ['G:min7', 'C7'], ['F:maj7']]}, {'meta': ['*>N1\n'], 'bars': [['G:min7', 'C7']]}, {'meta': ['*>N2\n'], 'bars': [['B:min7', 'E7']]}, {'meta': ['*>B\n'], 'bars': [['A:maj7'], ['B:min7', 'E7'], ['A:maj7'], ['A:min7', 'D7'], ['G:maj7'], ['D:min7', 'G7'], ['G:min7'], ['C7b5']]}, {'meta': ['*>A2\n'], 'bars': [['F:maj7'], ['G:min7', 'C7'], ['A:min11', 'D7'], ['G:min7', 'C7'], ['F:maj7'], ['G:min7', 'C7'], ['F:maj7'], ['G:min7', 'C7']]}]"
953,Cheryl,"Parker, Charlie",1955,"['OTL: Cheryl', 'COM: Parker, Charlie', 'ODT: 1955']",['/'],[]
954,Haunted Heart,"Schwartz, Arthur",1948,"['OTL: Haunted Heart', 'COM: Schwartz, Arthur', 'ODT: 1948']","['A', 'B', 'A2', 'C']","[{'meta': ['*>A\n'], 'bars': [['E-6', 'C:min7'], ['F:min7', 'B-7'], ['E-6', 'C:min7'], ['F:min7', 'B-7'], ['E-6', 'A-:maj7'], ['G:min7', 'C7b13'], ['F:min7'], ['B-7']]}, {'meta': ['*>B\n'], 'bars': [['F:min7'], ['F#o7'], ['G:min7', 'B-7'], ['E-:maj7'], ['Ah7'], ['D7b9'], ['G:min7', 'C7'], ['F:min7', 'B-7']]}, {'meta': ['*>A2\n'], 'bars': [['E-6', 'C:min7'], ['F:min7', 'B-7'], ['E-6', 'C:min7'], ['F:min7', 'B-7'], ['E-6', 'A-:maj7'], ['G:min7', 'C7b13'], ['B-:min7'], ['E-7']]}, {'meta': ['*>C\n'], 'bars': [['A-6'], ['Ao7'], ['E-6/B-'], ['C:min7'], ['Ah7'], ['D7b13'], ['Gh7'], ['C7b9'], ['F:min7'], ['B-7'], ['E-6'], ['F:min7', 'B-7']]}]"
955,"Rainbow Connection, The"," Ascher, Kenneth",1979,"['OTL: Rainbow Connection, The', 'COM1: Williams, Paul', 'COM2: Ascher, Kenneth', 'ODT: 1979']","['A', 'N1', 'A', 'N2', 'B', 'ToCod', 'A', 'N1', 'A', 'N2', 'B', 'Coda']","[{'meta': ['*>A\n', '*M3/4\n', '*G:\n'], 'bars': [['.G:maj7'], ['.E7'], ['.A:min7'], ['.D7sus'], ['.G:maj7'], ['.E:min7'], ['.C:maj7']]}, {'meta': ['*>N1\n'], 'bars': [['.D9sus']]}, {'meta': ['*>N2\n'], 'bars': [['.C:maj7']]}, {'meta': ['*>B\n'], 'bars': [['.C:maj7'], ['.C:maj7'], ['.C:maj7'], ['.C:maj7'], ['.B:min7'], ['.B:min7'], ['.E9sus'], ['.E9'], ['.A:min7'], ['.D7'], ['.B:min7'], ['.E7'], ['.A:min7']]}, {'meta': ['*>ToCod\n'], 'bars': [['.G6'], ['.E:min7'], ['.A:min7'], ['.D7']]}, {'meta': ['*>Coda\n'], 'bars': [['.G6'], ['.B7/F#'], ['.E:min7'], ['.A:min7'], ['.D7sus'], ['.D9'], ['.G:maj7'], ['.G:maj7']]}]"
956,Rockin' Chair,"Carmichael, Hoagy",1929,"[""OTL: Rockin' Chair"", 'COM: Carmichael, Hoagy', 'ODT: 1929']","['A', 'B', 'A2']","[{'meta': ['*>A\n', '*M4/4\n', '*E-:\n'], 'bars': [['E-6'], ['E-7'], ['A-:maj7'], ['D-7'], ['E-6'], ['C7'], ['F7'], ['B-7'], ['E-6', 'G7'], ['C:min7'], ['Ah7', 'D7b9'], ['G:min'], ['F7'], ['F7'], ['F:min7', 'B-7'], ['E-6']]}, {'meta': ['*>B\n'], 'bars': [['A-7'], ['A-7'], ['E-6'], ['E-6'], ['Ah7', 'D7b9'], ['G:min'], ['F7'], ['B-7']]}, {'meta': ['*>A2\n'], 'bars': [['E-6'], ['E-7'], ['A-:maj7'], ['D-7'], ['E-6'], ['F:min7', 'B-7'], ['E-6'], ['F:min7', 'B-7']]}]"
957,Robbin's Nest," Jacquet, Illinois",1947,"[""OTL: Robbin's Nest"", 'COM1: Thompson, Charles', 'COM2: Jacquet, Illinois', 'ODT: 1947']","['A', 'N1', 'A', 'N2', 'B', 'A2']","[{'meta': ['*>A\n', '*M4/4\n', '*C:\n'], 'bars': [['C6'], ['C6'], ['A-7'], ['A-7'], ['E:min7', 'E-o7'], ['D:min7', 'G7']]}, {'meta': ['*>N1\n'], 'bars': [['C6', 'E-o7'], ['D:min7', 'G7']]}, {'meta': ['*>N2\n'], 'bars': [['C6'], ['C6']]}, {'meta': ['*>B\n'], 'bars': [['E7b9'], ['E7b9'], ['A7b9'], ['A7b9'], ['D7b9'], ['D7b9'], ['G7#5', 'G7'], ['D:min7', 'G7']]}, {'meta': ['*>A2\n'], 'bars': [['C6'], ['C6'], ['A-7'], ['A-7'], ['E:min7', 'E-o7'], ['D:min7', 'G7'], ['C6'], ['D:min7', 'G7']]}]"
958,Gone With The Wind,"Wrubel, Allie",1937,"['OTL: Gone With The Wind', 'COM: Wrubel, Allie', 'ODT: 1937']","['A', 'B']","[{'meta': ['*>A\n', '*M4/4\n', '*E-:\n'], 'bars': [['F:min7', 'B-7'], ['E-:maj7', 'C7'], ['F:min7', 'B-7'], ['E-:maj7'], ['A:min7', 'D7'], ['G6', 'E7'], ['A:min7', 'D7'], ['G:maj7'], ['G:min'], ['F#o7'], ['F:min7'], ['B-7'], ['E-:maj7', 'D7#5'], ['D-7', 'C7b9'], ['F:min7'], ['B-7']]}, {'meta': ['*>B\n'], 'bars': [['F:min7', 'B-7'], ['E-:maj7', 'C7'], ['F:min7', 'B-7'], ['E-:maj7'], ['A:min7', 'D7'], ['G6', 'E7'], ['A:min7', 'D7'], ['G:maj7'], ['F:min7'], ['C:min7'], ['F:min7(A-:maj7)', 'B-7'], ['Gh7', 'C7b9'], ['F:min7'], ['B-7'], ['E-:maj7'], ['Gh7', 'C7']]}]"
959,Wendy,"Desmond, Paul",1975,"['OTL: Wendy', 'COM: Desmond, Paul', 'ODT: 1975']","['A', 'N1', 'A', 'N2', 'ToCod', 'A', 'N1', 'A', 'N2', 'Coda']","[{'meta': ['*>A\n', '*M4/4\n', '*E-:\n'], 'bars': [['E-:maj7'], ['C:min7'], ['F:min7'], ['B-7'], ['G:min7'], ['C7'], ['A-:min7'], ['D-7']]}, {'meta': ['*>N1\n'], 'bars': [['G:min7'], ['G-o7'], ['F:min9'], ['Dh7', 'G7#5'], ['C:min7'], ['F7'], ['F:min11'], ['B-7']]}, {'meta': ['*>N2\n'], 'bars': [['G:min7', 'C7'], ['A:min7', 'D7'], ['G7sus', 'G7'], ['C7'], ['F:min7'], ['B-7']]}, {'meta': ['*>ToCod\n'], 'bars': [['B:maj7'], ['E:maj7']]}, {'meta': ['*>Coda\n'], 'bars': [['E:maj7'], ['E-:maj7']]}]"
960,My Way," Thibault, Gilles",1969,"['OTL: My Way', 'COM1: Francois, Claude', 'COM2: Thibault, Gilles', 'LYR: Anka, Paul', 'ODT: 1969']","['A', 'N1', 'A', 'N2', 'B']","[{'meta': ['*>A\n', '*M4/4\n', '*C:\n'], 'bars': [['C'], ['C:maj7/B'], ['C7/B-'], ['A7'], ['D:min7'], ['D:min7/C'], ['G7/B'], ['F/C', 'C'], ['C', 'C:maj7'], ['G:min7', 'C7'], ['F:maj7'], ['F:min7'], ['C:maj7/G', 'A:min7/G'], ['D:min7/G', 'G7'], ['F/C']]}, {'meta': ['*>N1\n'], 'bars': [['C']]}, {'meta': ['*>N2\n'], 'bars': [['C', 'F/G']]}, {'meta': ['*>B\n'], 'bars': [['C', 'C:maj7'], ['G:min7', 'C7'], ['F:maj7'], ['F:maj7', 'F:maj7/E'], ['D:min7'], ['G7'], ['E:min7'], ['A:min7'], ['D:min7'], ['G7'], ['F/C', '! D.C. al 2rd ending'], ['C', 'C(F/G)']]}]"
